"FHIR Resource","Claim or Coverage Types","CCW Source Column Name","Extension Name","Extension Description","FHIR R4 Mapping","Extension Info"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW16","Diagnosis Code 16 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw16' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW17","Diagnosis Code 17 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw17' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW18","Diagnosis Code 18 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw18' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW19","Diagnosis Code 19 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw19' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW2","Diagnosis Code 2 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw2' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW20","Diagnosis Code 20 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw20' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW21","Diagnosis Code 21 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw21' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW22","Diagnosis Code 22 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw22' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW23","Diagnosis Code 23 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw23' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW24","Diagnosis Code 24 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw24' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW25","Diagnosis Code 25 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw25' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW3","Diagnosis Code 3 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw3' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW4","Diagnosis Code 4 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw4' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW5","Diagnosis Code 5 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw5' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW6","Diagnosis Code 6 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw6' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW7","Diagnosis Code 7 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw7' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW8","Diagnosis Code 8 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw8' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;","CLM_POA_IND_SW9","Diagnosis Code 9 Present On Admission","The present on admission (POA) indicator code associated with the diagnosis codes (principal and secondary).","eob.diagnosis[N].extension[N].valueCoding.code","eob.diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_poa_ind_sw9' AND eob.diagnosis[N].type[N].coding[N].system =  'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBClaimDiagnosisType' eob.diagnosis[N].type[N].coding[N].code =  'other'"
"ExplanationOfBenefit","Inpatient;Outpatient;HHA;Hospice;SNF","CLM_SRVC_CLSFCTN_TYPE_CD","Claim Service Classification Type Code","The type of service provided to the beneficiary.","eob.extension[N].valueCoding.code","eob.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_srvc_clsfctn_type_cd' AND/OR eob.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_srvc_clsfctn_type_cd'"
"ExplanationOfBenefit","DME;","DMERC_LINE_MTUS_CD","DMERC MTUS Indicator Code","Code indicating the units associated with services needing unit reporting on the line item for the DMERC service.","eob.item[N].extension[N].valueQuantity.code","eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_mtus_cnt' AND eob.item[N].extension[N].valueQuantity.system = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_mtus_cd'"
"ExplanationOfBenefit","DME;","DMERC_LINE_MTUS_CNT","DMERC MTUS Count","The count of the total units associated with services needing unit reporting such as number of supplies; volume of oxygen or nutritional units.","eob.item[N].extension[N].valueQuantity.value","eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_mtus_cnt'"
"ExplanationOfBenefit","DME;","DMERC_LINE_PRCNG_STATE_CD","Pricing State Code","The 2-digit SSA state code where the durable medical equipment (DME) supplier was located; used by the Medicare Administrative Contractor (MAC) for pricing the service.","eob.item[N].extension[N].valueCoding.code","eob.item[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_prcng_state_cd' AND/OR eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_prcng_state_cd'"
"ExplanationOfBenefit","DME;","DMERC_LINE_SCRN_SVGS_AMT","Screen Savings Amount","The amount of savings attributable to the coverage screen for this DMERC line item.","eob.item[N].extension[N].valueQuantity.value","eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_scrn_svgs_amt'"
"ExplanationOfBenefit","DME;","DMERC_LINE_SUPPLR_TYPE_CD","Supplier Type Code","The type of DMERC supplier.","eob.item[N].extension[N].valueCoding.code","eob.item[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_supplr_type_cd' AND/OR eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dmerc_line_supplr_type_cd'"
"ExplanationOfBenefit","Inpatient;","DSH_OP_CLM_VAL_AMT","Operating Disproportionate Share Amount","This is one component of the total amount that is payable on prospective payment system (PPS) claims and reflects the DSH (disproportionate share hospital) payments for operating expenses (such as labor) for the claim.","eob.extension[N].valueMoney.value","eob.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dsh_op_clm_val_amt'"
"ExplanationOfBenefit","Inpatient;","IME_OP_CLM_VAL_AMT","Operating Indirect Medical Education Amount","This is one component of the total amount that is payable on PPS claims; and reflects the IME (indirect medical education) payments for operating expenses (such as labor) for the claim.","eob.extension[N].valueMoney.value","eob.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ime_op_clm_val_amt'"
"ExplanationOfBenefit","Carrier;DME;","LINE_BENE_PRMRY_PYR_CD","Line Primary Payer Code","The code specifying a federal non-Medicare program or other source that has primary responsibility for the payment of the Medicare beneficiary's medical bills relating to the line-item service on the non-institutional claim.","eob.item[N].extension[N].valueCoding.code","eob.item[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd' AND/OR eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd'"
"ExplanationOfBenefit","Carrier;DME;","LINE_NDC_CD","Line National Drug Code","On the DMERC claim; the National Drug Code identifying the oral anti-cancer drugs. This line-item field was added as a placeholder on the Carrier claim.","eob.item[N].productOrService.extension[N].valueCoding.code","eob.item[N].productOrService.extension[N].valueCoding.system = 'http://hl7.org/fhir/sid/ndc' AND/OR eob.item[N].productOrService.extension[N].url = 'http://hl7.org/fhir/sid/ndc'"
"ExplanationOfBenefit","Carrier;DME;","LINE_PMT_80_100_CD","Payment Code","The code indicating that the amount shown in the payment field on the non-institutional line item represents either 80% or 100% of the allowed charges less any deductible; or 100% limitation of liability only.","eob.item[N].adjudication[N].extension[N].valueCoding.code","eob.item[N].adjudication[N]extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/line_pmt_80_100_cd' AND/OR eob.item[N].adjudication[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/line_pmt_80_100_cd'"
"ExplanationOfBenefit","Carrier;DME;","LINE_PRCSG_IND_CD","Processing Indicator Code","The code on a non-institutional claim indicating to whom payment was made or if the claim was denied.","eob.item[N].extension[N].valueCoding.code","eob.item[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/line_prcsg_ind_cd' AND/OR eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/line_prcsg_ind_cd'"
"ExplanationOfBenefit","Carrier;DME;","LINE_SERVICE_DEDUCTIBLE","Service Deductible Code","Switch indicating whether or not the line-item service on the non-institutional claim is subject to a deductible.","eob.item[N].extension[N].valueCoding.code","eob.item[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/line_service_deductible' AND/OR eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/line_service_deductible'"
"ExplanationOfBenefit","Carrier;Inpatient;Outpatient;HHA;DME;Hospice;SNF","NCH_NEAR_LINE_REC_IDENT_CD","Near Line Record Identification Code","A code defining the type of claim record being processed.","eob.extension[N].valueCoding.code","eob.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/nch_near_line_rec_ident_cd' AND/OR eob.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/nch_near_line_rec_ident_cd'"
"ExplanationOfBenefit","PDE;","PHRMCY_SRVC_TYPE_CD","Pharmacy Type Code","The type of pharmacy used. This variable indicates the type of pharmacy that dispensed the prescription; as recorded on the PDE.","eob.facility.extension[N].valueCoding.code","eob.facility.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/phrmcy_srvc_type_cd' AND/OR eob.facility.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/phrmcy_srvc_type_cd'"
"ExplanationOfBenefit","PDE;","PLAN_CNTRCT_REC_ID","Plan Contract ID","This variable is the unique Part D contract identifier for the beneficiary’s Part D plan of record for the year. CMS assigns an identifier to each contract that a Part D plan has with CMS.","eob.insurance[N].coverage.extension[N].valueIdentifier.value","eob.insurance[N].coverage.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/plan_cntrct_rec_id' AND/OR eob.insurance[N].coverage.extension[N].valueIdentifier.system = 'https://bluebutton.cms.gov/resources/variables/plan_cntrct_rec_id'"
"ExplanationOfBenefit","PDE;","PLAN_PBP_REC_NUM","Plan Benefit Package ID","This variable is the unique plan benefit package (PBP) identifier for the beneficiary’s Part D plan of record for the year. CMS assigns an identifier to each PBP within a contract that a Part D plan sponsor has with CMS.","eob.insurance[N].coverage.extension[N].valueIdentifier.value","eob.insurance[N].coverage.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/plan_pbp_rec_num' AND/OR eob.insurance[N].coverage.extension[N].valueIdentifier.system = 'https://bluebutton.cms.gov/resources/variables/plan_pbp_rec_num'"
"ExplanationOfBenefit","Carrier;DME;","PRTCPTNG_IND_CD","Provider Participating Indicator Code","Code indicating whether or not a provider is participating (accepting assignment) for this line-item service on the non-institutional claim.","eob.careTeam[N].extension[N].valueCoding.code","eob.careTeam[N].extension[N].valueCoding.system = ''https://bluebutton.cms.gov/resources/variables/prtcptng_ind_cd' AND/OR eob.careTeam[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/prtcptng_ind_cd'"
"ExplanationOfBenefit","DME;","PRVDR_NUM","Provider Number","This variable is the provider identification number.  OR The billing number assigned to the supplier of the Part B service/DMEPOS by the National Supplier Clearinghouse; as reported on the line item for the DMERC claim.","eob.item[N].extension[N].valueIdentifier","eob.item[N].extension[N].url  'https://bluebutton.cms.gov/resources/variables/suplrnum'  AND/OR eob.item[N].extension[N].system = 'https://bluebutton.cms.gov/resources/variables/suplrnum'"
"ExplanationOfBenefit","Carrier;DME;","PRVDR_STATE_CD","Provider State Code","The two-digit numeric social security administration (SSA) state code where provider or facility is located.","eob.item[N].locationCodeableConcept.extension[N].valueCoding.code","eob.item[N].locationCodeableConcept.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/prvdr_state_cd' AND/OR eob.item[N].locationCodeableConcept.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/prvdr_state_cd'"
"ExplanationOfBenefit","Carrier;","PRVDR_ZIP","Provider Zip Code","The ZIP code of the physician/supplier who performed the Part B service for this line item on the carrier claim (non-DMERC).","eob.item[N].locationCodeableConcept.extension[N].valueCoding.code","eob.item[N].locationCodeableConcept.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/prvdr_zip' AND/OR eob.item[N].locationCodeableConcept.extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/prvdr_zip'"
"ExplanationOfBenefit","Outpatient;","REV_CNTR_IDE_NDC_UPC_NUM","Revenue Center National Drug Code","This field may contain one of three types of identifiers: the National Drug Code (NDC); the Universal Product Code (UPC); or the number assigned by the Food and Drug Administration (FDA) to an investigational device (IDE) after the manufacturer has approval to conduct a clinical trial.","eob.item[N].productOrService.extension[N].valuecoding.code","eob.item[N].productOrService.extension[N].url = 'http://hl7.org/fhir/sid/ndc'"
"ExplanationOfBenefit","Carrier;DME;","TAX_NUM","Provider Tax Number","The federal taxpayer identification number (TIN) that identifies the physician/practice/supplier to whom payment is made for the line-item service.","eob.item[N].extension[N].valueCoding.code","eob.item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/tax_num' AND/OR eob.item[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/tax_num'"
"Patient",,"BENE_ENROLLMT_REF_YR","Reference Year","This field indicates the reference year of the enrollment data.","patient.extension[N].valueDate","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/rfrnc_yr'"
"Patient",,"BENE_RACE_CD","Beneficiary Race Code","The race of the beneficiary.","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/race'"
"Patient",,"DUAL_STUS_CD_01","Monthly Medicare-Medicaid dual eligibility code – January","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_01'"
"Patient",,"DUAL_STUS_CD_02","Monthly Medicare-Medicaid dual eligibility code – February","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_02'"
"Patient",,"DUAL_STUS_CD_03","Monthly Medicare-Medicaid dual eligibility code –March","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_03'"
"Patient",,"DUAL_STUS_CD_04","Monthly Medicare-Medicaid dual eligibility code – April","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_04'"
"Patient",,"DUAL_STUS_CD_05","Monthly Medicare-Medicaid dual eligibility code – May","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_05'"
"Patient",,"DUAL_STUS_CD_06","Monthly Medicare-Medicaid dual eligibility code – June","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_06'"
"Patient",,"DUAL_STUS_CD_07","Monthly Medicare-Medicaid dual eligibility code – July","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_07'"
"Patient",,"DUAL_STUS_CD_08","Monthly Medicare-Medicaid dual eligibility code – August","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_08'"
"Patient",,"DUAL_STUS_CD_09","Monthly Medicare-Medicaid dual eligibility code – September","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_09'"
"Patient",,"DUAL_STUS_CD_10","Monthly Medicare-Medicaid dual eligibility code – October","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_10'"
"Patient",,"DUAL_STUS_CD_11","Monthly Medicare-Medicaid dual eligibility code – November","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_11'"
"Patient",,"DUAL_STUS_CD_12","Monthly Medicare-Medicaid dual eligibility code – December","This variable indicates whether the beneficiary was eligible for both Medicare and Medicaid in a given month (January through December).","patient.extension[N].valueCoding.code","patient.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/dual_12'"
